cell_id,mechanism,weight_precision,kv_cache_dtype,attn_backend,enforce_eager,workload,concurrency,repeat,itl_slo_ms,ttft_slo_ms,goodput_rps,met_fraction,throughput_rps,output_tokens_per_s
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,20,500,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,20,1000,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,35,200,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,35,500,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,35,1000,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,50,200,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,50,500,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,50,1000,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,75,200,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,75,500,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,1,75,1000,0.0,0.0,3.6658,901.96
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,20,200,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,20,500,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,20,1000,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,35,200,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,35,500,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,35,1000,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,50,200,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,50,500,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,50,1000,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,75,200,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,75,500,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,16,2,75,1000,0.0,0.0,3.6503,934.19
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,20,200,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,20,500,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,20,1000,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,35,200,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,35,500,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,35,1000,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,50,200,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,50,500,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,50,1000,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,75,200,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,75,500,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,0,75,1000,0.0,0.0,7.7525,2072.76
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,20,200,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,20,500,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,20,1000,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,35,200,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,35,500,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,35,1000,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,50,200,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,50,500,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,50,1000,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,75,200,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,75,500,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,1,75,1000,0.0,0.0,9.1522,2282.69
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,20,200,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,20,500,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,20,1000,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,35,200,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,35,500,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,35,1000,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,50,200,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,50,500,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,50,1000,0.0,0.0,8.4478,2187.77
551ab2aa2e3b1cc5,dflash,fp8,fp8_e4m3,FLASHINFER,False,gsm8k,64,2,75,200,0.0,0.0,8.4478,2187.77
